Date,Price,Open,High,Low,Vol.,Change %
15-Mar-19,0.9947,0.9944,0.9955,0.9913,1.29M,0.03%
16-Mar-19,0.9959,0.9947,0.997,0.9925,2.13M,0.12%
17-Mar-19,0.9953,0.9959,0.997,0.9941,533.41K,-0.06%
18-Mar-19,0.9954,0.9953,0.997,0.9935,1.76M,0.01%
19-Mar-19,0.9958,0.9954,0.9969,0.9935,1.10M,0.04%
20-Mar-19,0.997,0.9958,0.9976,0.9941,1.05M,0.12%
21-Mar-19,0.9975,0.997,1.0001,0.996,5.67M,0.05%
22-Mar-19,0.9975,0.9975,1,0.9963,2.04M,0.00%
23-Mar-19,0.9956,0.9975,0.999,0.9956,1.25M,-0.19%
24-Mar-19,0.995,0.9956,0.996,0.995,917.48K,-0.06%
25-Mar-19,0.9935,0.9953,0.997,0.993,1.09M,-0.15%
26-Mar-19,0.9944,0.9935,0.9957,0.993,510.57K,0.09%
27-Mar-19,0.9965,0.9944,0.9982,0.994,2.10M,0.21%
28-Mar-19,0.9958,0.9965,0.9974,0.9952,1.49M,-0.07%
29-Mar-19,0.9966,0.9958,0.9976,0.9927,2.65M,0.08%
30-Mar-19,0.9968,0.9966,0.9986,0.9942,773.85K,0.02%
31-Mar-19,0.9975,0.9968,0.998,0.9943,326.57K,0.07%
1-Apr-19,0.998,0.9975,0.998,0.9953,1.53M,0.05%
2-Apr-19,1.0075,0.998,1.02,0.997,8.43M,0.95%
3-Apr-19,1.0056,1.0075,1.017,1.0025,8.84M,-0.19%
4-Apr-19,1.002,1.0056,1.0083,1.0001,5.93M,-0.36%
5-Apr-19,1.0055,1.002,1.0059,1,3.43M,0.35%
6-Apr-19,1.0001,1.0055,1.0065,1.0001,1.48M,-0.54%
7-Apr-19,1.003,1.0001,1.0055,1.0001,742.77K,0.29%
8-Apr-19,1.0065,1.003,1.0127,1.0001,10.30M,0.35%
9-Apr-19,1.0065,1.0065,1.01,1.0051,16.69M,0.00%
10-Apr-19,1.0021,1.0065,1.0068,1.0013,14.99M,-0.44%
11-Apr-19,1.004,1.0021,1.0067,1.0015,12.35M,0.19%
12-Apr-19,1.0031,1.004,1.0058,1.0025,11.80M,-0.09%
13-Apr-19,1.0032,1.0031,1.0041,1.002,982.55K,0.01%
14-Apr-19,1.0035,1.0032,1.0037,1.0021,1.31M,0.03%
15-Apr-19,1.0005,1.0035,1.0048,1.0005,5.49M,-0.30%
16-Apr-19,1.0033,1.0005,1.0056,1.0005,3.92M,0.28%
17-Apr-19,1.0026,1.0033,1.0052,1.0025,5.37M,-0.07%
18-Apr-19,1.0033,1.0026,1.0043,1.002,2.81M,0.07%
19-Apr-19,1.0033,1.0033,1.0055,1.002,3.31M,0.00%
20-Apr-19,1.0031,1.0033,1.005,1.0021,1.32M,-0.02%
21-Apr-19,1.0042,1.0031,1.0054,1.0028,2.82M,0.11%
22-Apr-19,1.004,1.0042,1.006,1.003,7.78M,-0.02%
23-Apr-19,1.0048,1.004,1.0054,1.0026,9.06M,0.08%
24-Apr-19,1.0032,1.0048,1.006,1.003,17.02M,-0.16%
25-Apr-19,0.981,1.0032,1.0034,0.9768,11.98M,-2.21%
